overall,reviewText,,,,,,,,,,
5,"I like this dock a lot, although my needs changed some after I ordered it. I now wear my watch for sleeping to use a sleep tracker. My only nit pick is that I wish the watch stand was slightly lower - maybe an inch.",,,,,,,,,,
5,Love this drop my phone all the time and it has never Broken when using this,,,,,,,,,,
5,This item did not fit the phone we ordered it for. Just a waste of money it is ugly to bulky Just not a good buy at all,,,,,,,,,,
2,"The battery started expanding and died after eight months.  Maybe that is to be expected for a phone this inexpensive.  Other than that, no complaints.",,,,,,,,,,
2,"The case was so smooth that it was borderline slippery. The snap on case did not snap together very well. The material doesn't feel like it would protect anything. The only upside was that the case was very pretty. I would not recommend this case to anyone, and suggest sturdier alternatives instead.",,,,,,,,,,
5,"Purchased this case as a gift for a friend. He's really hard on phones and cases, but this case actually held up for quite a while he had the case for about 6months. He stated that he loved the case!",,,,,,,,,,
5,This is a great fast charger. Charges my Galaxy S8 as well or maybe a little faster than the wall charger and has a second port capable of fast charging a friend's device too. Great quality and blends into the dash cluster well.,,,,,,,,,,
5,Very useful,,,,,,,,,,
1,This product ended up breaking my samsung galaxy s6 screen... terrible. Do not buy,,,,,,,,,,
3,Like this cord but had one fail that allowed no current charge thru,,,,,,,,,,
5,"Fantastic! We paid top dollar for the Otterbox defender and my husband had the rubber stretched out so bad it didn't cover correctly. I bought the Ballistic for Christmas for him and he loves it! He works in a Japanese factory with robots. It's been banged around a bit and you can't even tell. It's doing its job fantastically. It's not so bulky and fits well to hand. My husband has asked for me to purchase another for myself. The only problem I have is I do not want black, grey or red. A nice purple, pink, orange or anything with some color to it would be nice.",,,,,,,,,,
5,These ear buds replace the factory ones that came with my Galaxy S 3. They work great and were a quarter of the price I would have paid elsewhere.,,,,,,,,,,
5,I love the core for easy charging my phone in my car.  Good product,,,,,,,,,,
4,My favorite case use all the time,,,,,,,,,,
5,This is a really well made light duty case.  No it's probably not going to protect against major falls on concrete but that's not what it was designed for.,,,,,,,,,,
5,Good quality great fit to replace my old one.,,,,,,,,,,
5,"for my sons razr, he really was happy with them",,,,,,,,,,
5,excellent,,,,,,,,,,
2,"Doesn't work well for me.  The number of pockets for credit cards and my driver's license is very small.  I'm not able to use it at all.  Too bad, the one I got for my son's S6 Edge worked exceptionally well.",,,,,,,,,,
3,It works as described but this little thing gets really hot. I recommend to monitor and unplug it immediately after your device is fully charged.,,,,,,,,,,
4,Works good except it doesn't fit over the case. Like the wide angle.,,,,,,,,,,
1,This headset does not cancel outside sound. It also isn't very loud and broke broke a couple days after I got it. Very cheaply made!,,,,,,,,,,
5,Good one. Thank you,,,,,,,,,,
4,Nice product it works well on most surfaces and with other devices not just iOttie,,,,,,,,,,
3,"Be careful I ordered the red and it looks a lot like pink, had to return. As far as quality of the case it is not bad.",,,,,,,,,,
5,Perfect!!,,,,,,,,,,
5,"This case is awesome, I work in an area where my phone is needed, so it needs to be charged all the time. I recieved this case and immediately put it on, it does add length to my phone but not so much weight, surprisingly! When I put it on, the case came half way charged, so I am charging it now. My phone went from 51 percent to 95 percent in 30 mins  That's awesome! So imagine if I left it on all night, would be fully charged for a while! This case is the greatest invention ever. Especially if you can't sit there waiting for a charger to charge your phone. I am so happy with this case!",,,,,,,,,,
5,"Great charger to travel with, especially when outlets are scarce.  I like how the prongs fold up and there is a indicator light.  Good value for the money.",,,,,,,,,,
5,"My new phone has a sealed battery.  Before, I would carry a few spare batteries with me throughout the day so I could keep using the phone all day long.  I decided to invest in a portable battery charger and since I've had good success with Anker products, I decided to give the Astro E1 a shot.The E1 charges faster than I expected, taking my phone from 30% to 90% in about 30 minutes.  Plus, it does have enough power to charge a couple of times before needing to be recharged.  On the downside, it is a little heavier and larger than anticipated.  Still, give me something a little bigger and heavier that works great than something that's too small and can't get the job done.This is a must purchase for any iPhone & Galaxy S6 user to prevent being chained to an outlet.",,,,,,,,,,
